county,town,village,office,number,candidates,votes
南投縣,中寮鄉,永福村,201,3,宋楚瑜/徐欣瑩,24
南投縣,中寮鄉,永福村,202,1,朱立倫/王如玄,187
南投縣,中寮鄉,永福村,202,2,蔡英文/陳建仁,269
南投縣,中寮鄉,永福村,202,3,宋楚瑜/徐欣瑩,88
南投縣,中寮鄉,永芳村,210,1,朱立倫/王如玄,80
南投縣,中寮鄉,永芳村,210,2,蔡英文/陳建仁,148
南投縣,中寮鄉,永芳村,210,3,宋楚瑜/徐欣瑩,44
南投縣,中寮鄉,清水村,205,1,朱立倫/王如玄,153
南投縣,中寮鄉,清水村,205,2,蔡英文/陳建仁,266
南投縣,中寮鄉,清水村,205,3,宋楚瑜/徐欣瑩,79
南投縣,中寮鄉,爽文村,208,1,朱立倫/王如玄,82
南投縣,中寮鄉,爽文村,208,2,蔡英文/陳建仁,157
南投縣,中寮鄉,爽文村,208,3,宋楚瑜/徐欣瑩,45
南投縣,中寮鄉,福盛村,193,1,朱立倫/王如玄,74
南投縣,中寮鄉,福盛村,193,2,蔡英文/陳建仁,163
南投縣,中寮鄉,福盛村,193,3,宋楚瑜/徐欣瑩,25
南投縣,中寮鄉,福盛村,194,1,朱立倫/王如玄,64
南投縣,中寮鄉,福盛村,194,2,蔡英文/陳建仁,90
南投縣,中寮鄉,福盛村,194,3,宋楚瑜/徐欣瑩,31
南投縣,中寮鄉,義和村,203,1,朱立倫/王如玄,88
南投縣,中寮鄉,義和村,203,2,蔡英文/陳建仁,176
南投縣,中寮鄉,義和村,203,3,宋楚瑜/徐欣瑩,39
南投縣,中寮鄉,義和村,204,1,朱立倫/王如玄,100
南投縣,中寮鄉,義和村,204,2,蔡英文/陳建仁,231
南投縣,中寮鄉,義和村,204,3,宋楚瑜/徐欣瑩,54
南投縣,中寮鄉,龍安村,207,1,朱立倫/王如玄,98
南投縣,中寮鄉,龍安村,207,2,蔡英文/陳建仁,285
南投縣,中寮鄉,龍安村,207,3,宋楚瑜/徐欣瑩,58
南投縣,中寮鄉,龍岩村,209,1,朱立倫/王如玄,103
南投縣,中寮鄉,龍岩村,209,2,蔡英文/陳建仁,231
南投縣,中寮鄉,龍岩村,209,3,宋楚瑜/徐欣瑩,66
南投縣,仁愛鄉,中正村,184,1,朱立倫/王如玄,284
南投縣,仁愛鄉,中正村,184,2,蔡英文/陳建仁,78
南投縣,仁愛鄉,中正村,184,3,宋楚瑜/徐欣瑩,99
南投縣,仁愛鄉,互助村,185,1,朱立倫/王如玄,165
南投縣,仁愛鄉,互助村,185,2,蔡英文/陳建仁,52
南投縣,仁愛鄉,互助村,185,3,宋楚瑜/徐欣瑩,166
南投縣,仁愛鄉,互助村,186,1,朱立倫/王如玄,143
南投縣,仁愛鄉,互助村,186,2,蔡英文/陳建仁,42
南投縣,仁愛鄉,互助村,186,3,宋楚瑜/徐欣瑩,86
南投縣,仁愛鄉,力行村,176,1,朱立倫/王如玄,134
南投縣,仁愛鄉,力行村,176,2,蔡英文/陳建仁,57
南投縣,仁愛鄉,力行村,176,3,宋楚瑜/徐欣瑩,59
南投縣,仁愛鄉,南豐村,163,1,朱立倫/王如玄,204
南投縣,仁愛鄉,南豐村,163,2,蔡英文/陳建仁,155
南投縣,仁愛鄉,南豐村,163,3,宋楚瑜/徐欣瑩,233
南投縣,仁愛鄉,南豐村,164,1,朱立倫/王如玄,47
南投縣,仁愛鄉,南豐村,164,2,蔡英文/陳建仁,101
南投縣,仁愛鄉,南豐村,164,3,宋楚瑜/徐欣瑩,19
南投縣,仁愛鄉,合作村,172,1,朱立倫/王如玄,170
南投縣,仁愛鄉,合作村,172,2,蔡英文/陳建仁,68
南投縣,仁愛鄉,合作村,172,3,宋楚瑜/徐欣瑩,47
南投縣,仁愛鄉,大同村,165,1,朱立倫/王如玄,181
南投縣,仁愛鄉,大同村,165,2,蔡英文/陳建仁,160
南投縣,仁愛鄉,大同村,165,3,宋楚瑜/徐欣瑩,123
南投縣,仁愛鄉,大同村,166,1,朱立倫/王如玄,161
南投縣,仁愛鄉,大同村,166,2,蔡英文/陳建仁,58
南投縣,仁愛鄉,大同村,166,3,宋楚瑜/徐欣瑩,46
南投縣,仁愛鄉,大同村,167,1,朱立倫/王如玄,93
南投縣,仁愛鄉,大同村,167,2,蔡英文/陳建仁,62
南投縣,仁愛鄉,大同村,167,3,宋楚瑜/徐欣瑩,29
南投縣,仁愛鄉,新生村,187,1,朱立倫/王如玄,174
南投縣,仁愛鄉,新生村,187,2,蔡英文/陳建仁,34
南投縣,仁愛鄉,新生村,187,3,宋楚瑜/徐欣瑩,73
南投縣,仁愛鄉,春陽村,169,1,朱立倫/王如玄,259
南投縣,仁愛鄉,春陽村,169,2,蔡英文/陳建仁,114
南投縣,仁愛鄉,春陽村,169,3,宋楚瑜/徐欣瑩,138
南投縣,仁愛鄉,榮興村,168,1,朱立倫/王如玄,12
南投縣,仁愛鄉,榮興村,168,2,蔡英文/陳建仁,8
南投縣,仁愛鄉,榮興村,168,3,宋楚瑜/徐欣瑩,10
南投縣,仁愛鄉,法治村,183,1,朱立倫/王如玄,237
南投縣,仁愛鄉,法治村,183,2,蔡英文/陳建仁,64
南投縣,仁愛鄉,法治村,183,3,宋楚瑜/徐欣瑩,72
南投縣,仁愛鄉,發祥村,173,1,朱立倫/王如玄,104
南投縣,仁愛鄉,發祥村,173,2,蔡英文/陳建仁,32
南投縣,仁愛鄉,發祥村,173,3,宋楚瑜/徐欣瑩,50
南投縣,仁愛鄉,發祥村,174,1,朱立倫/王如玄,23
南投縣,仁愛鄉,發祥村,174,2,蔡英文/陳建仁,12
南投縣,仁愛鄉,發祥村,174,3,宋楚瑜/徐欣瑩,17
南投縣,仁愛鄉,發祥村,175,1,朱立倫/王如玄,70
南投縣,仁愛鄉,發祥村,175,2,蔡英文/陳建仁,27
南投縣,仁愛鄉,發祥村,175,3,宋楚瑜/徐欣瑩,32
南投縣,仁愛鄉,精英村,170,1,朱立倫/王如玄,210
南投縣,仁愛鄉,精英村,170,2,蔡英文/陳建仁,113
南投縣,仁愛鄉,精英村,170,3,宋楚瑜/徐欣瑩,87
南投縣,仁愛鄉,翠華村,177,1,朱立倫/王如玄,63
南投縣,仁愛鄉,翠華村,177,2,蔡英文/陳建仁,40
南投縣,仁愛鄉,翠華村,177,3,宋楚瑜/徐欣瑩,24
南投縣,仁愛鄉,翠華村,178,1,朱立倫/王如玄,29
南投縣,仁愛鄉,翠華村,178,2,蔡英文/陳建仁,22
南投縣,仁愛鄉,翠華村,178,3,宋楚瑜/徐欣瑩,9
南投縣,仁愛鄉,萬豐村,182,1,朱立倫/王如玄,207
南投縣,仁愛鄉,萬豐村,182,2,蔡英文/陳建仁,62
南投縣,仁愛鄉,萬豐村,182,3,宋楚瑜/徐欣瑩,50
南投縣,仁愛鄉,親愛村,179,1,朱立倫/王如玄,149
南投縣,仁愛鄉,親愛村,179,2,蔡英文/陳建仁,38
南投縣,仁愛鄉,親愛村,179,3,宋楚瑜/徐欣瑩,151
南投縣,仁愛鄉,親愛村,180,1,朱立倫/王如玄,91
南投縣,仁愛鄉,親愛村,180,2,蔡英文/陳建仁,51
南投縣,仁愛鄉,親愛村,180,3,宋楚瑜/徐欣瑩,63
南投縣,仁愛鄉,親愛村,181,1,朱立倫/王如玄,38
南投縣,仁愛鄉,親愛村,181,2,蔡英文/陳建仁,14
南投縣,仁愛鄉,親愛村,181,3,宋楚瑜/徐欣瑩,23
南投縣,仁愛鄉,都達村,171,1,朱立倫/王如玄,176
南投縣,仁愛鄉,都達村,171,2,蔡英文/陳建仁,42
南投縣,仁愛鄉,都達村,171,3,宋楚瑜/徐欣瑩,43
南投縣,信義鄉,人和村,479,1,朱立倫/王如玄,272
南投縣,信義鄉,人和村,479,2,蔡英文/陳建仁,96
南投縣,信義鄉,人和村,479,3,宋楚瑜/徐欣瑩,113
南投縣,信義鄉,人和村,480,1,朱立倫/王如玄,45
南投縣,信義鄉,人和村,480,2,蔡英文/陳建仁,60
南投縣,信義鄉,人和村,480,3,宋楚瑜/徐欣瑩,23
南投縣,信義鄉,同富村,474,1,朱立倫/王如玄,148
南投縣,信義鄉,同富村,474,2,蔡英文/陳建仁,334
南投縣,信義鄉,同富村,474,3,宋楚瑜/徐欣瑩,76
南投縣,信義鄉,同富村,475,1,朱立倫/王如玄,60
南投縣,信義鄉,同富村,475,2,蔡英文/陳建仁,162
南投縣,信義鄉,同富村,475,3,宋楚瑜/徐欣瑩,46
南投縣,信義鄉,地利村,481,1,朱立倫/王如玄,283
南投縣,信義鄉,地利村,481,2,蔡英文/陳建仁,110
南投縣,信義鄉,地利村,481,3,宋楚瑜/徐欣瑩,83
南投縣,信義鄉,愛國村,466,1,朱立倫/王如玄,94
南投縣,信義鄉,愛國村,466,2,蔡英文/陳建仁,156
南投縣,信義鄉,愛國村,466,3,宋楚瑜/徐欣瑩,56
南投縣,信義鄉,新鄉村,470,1,朱立倫/王如玄,199
南投縣,信義鄉,新鄉村,470,2,蔡英文/陳建仁,77
南投縣,信義鄉,新鄉村,470,3,宋楚瑜/徐欣瑩,48
南投縣,信義鄉,明德村,464,1,朱立倫/王如玄,326
南投縣,信義鄉,明德村,464,2,蔡英文/陳建仁,271
南投縣,信義鄉,明德村,464,3,宋楚瑜/徐欣瑩,76
南投縣,信義鄉,明德村,465,1,朱立倫/王如玄,60
南投縣,信義鄉,明德村,465,2,蔡英文/陳建仁,107
南投縣,信義鄉,明德村,465,3,宋楚瑜/徐欣瑩,21
南投縣,信義鄉,望美村,472,1,朱立倫/王如玄,246
南投縣,信義鄉,望美村,472,2,蔡英文/陳建仁,207
南投縣,信義鄉,望美村,472,3,宋楚瑜/徐欣瑩,84
南投縣,信義鄉,望美村,473,1,朱立倫/王如玄,106
南投縣,信義鄉,望美村,473,2,蔡英文/陳建仁,143
南投縣,信義鄉,望美村,473,3,宋楚瑜/徐欣瑩,45
南投縣,信義鄉,東埔村,478,1,朱立倫/王如玄,288
南投縣,信義鄉,東埔村,478,2,蔡英文/陳建仁,213
南投縣,信義鄉,東埔村,478,3,宋楚瑜/徐欣瑩,79
南投縣,信義鄉,潭南村,483,1,朱立倫/王如玄,191
南投縣,信義鄉,潭南村,483,2,蔡英文/陳建仁,38
南投縣,信義鄉,潭南村,483,3,宋楚瑜/徐欣瑩,67
南投縣,信義鄉,神木村,476,1,朱立倫/王如玄,69
南投縣,信義鄉,神木村,476,2,蔡英文/陳建仁,123
南投縣,信義鄉,神木村,476,3,宋楚瑜/徐欣瑩,61
南投縣,信義鄉,神木村,477,1,朱立倫/王如玄,37
南投縣,信義鄉,神木村,477,2,蔡英文/陳建仁,31
南投縣,信義鄉,神木村,477,3,宋楚瑜/徐欣瑩,22
南投縣,信義鄉,羅娜村,471,1,朱立倫/王如玄,440
南投縣,信義鄉,羅娜村,471,2,蔡英文/陳建仁,207
南投縣,信義鄉,羅娜村,471,3,宋楚瑜/徐欣瑩,117
南投縣,信義鄉,自強村,467,1,朱立倫/王如玄,87
南投縣,信義鄉,自強村,467,2,蔡英文/陳建仁,114
南投縣,信義鄉,自強村,467,3,宋楚瑜/徐欣瑩,51
南投縣,信義鄉,自強村,468,1,朱立倫/王如玄,45
南投縣,信義鄉,自強村,468,2,蔡英文/陳建仁,104
南投縣,信義鄉,自強村,468,3,宋楚瑜/徐欣瑩,43
南投縣,信義鄉,豐丘村,469,1,朱立倫/王如玄,109
南投縣,信義鄉,豐丘村,469,2,蔡英文/陳建仁,190
南投縣,信義鄉,豐丘村,469,3,宋楚瑜/徐欣瑩,58
南投縣,信義鄉,雙龍村,482,1,朱立倫/王如玄,184
南投縣,信義鄉,雙龍村,482,2,蔡英文/陳建仁,114
南投縣,信義鄉,雙龍村,482,3,宋楚瑜/徐欣瑩,47
南投縣,南投市,三和里,249,1,朱立倫/王如玄,289
南投縣,南投市,三和里,249,2,蔡英文/陳建仁,364
南投縣,南投市,三和里,249,3,宋楚瑜/徐欣瑩,89
南投縣,南投市,三和里,250,1,朱立倫/王如玄,163
南投縣,南投市,三和里,250,2,蔡英文/陳建仁,212
南投縣,南投市,三和里,250,3,宋楚瑜/徐欣瑩,66
南投縣,南投市,三和里,251,1,朱立倫/王如玄,265
南投縣,南投市,三和里,251,2,蔡英文/陳建仁,393
南投縣,南投市,三和里,251,3,宋楚瑜/徐欣瑩,111
南投縣,南投市,三民里,240,1,朱立倫/王如玄,181
南投縣,南投市,三民里,240,2,蔡英文/陳建仁,263
南投縣,南投市,三民里,240,3,宋楚瑜/徐欣瑩,97
南投縣,南投市,三興里,245,1,朱立倫/王如玄,254
南投縣,南投市,三興里,245,2,蔡英文/陳建仁,436
南投縣,南投市,三興里,245,3,宋楚瑜/徐欣瑩,136
南投縣,南投市,三興里,246,1,朱立倫/王如玄,296
南投縣,南投市,三興里,246,2,蔡英文/陳建仁,374
南投縣,南投市,三興里,246,3,宋楚瑜/徐欣瑩,175
南投縣,南投市,三興里,247,1,朱立倫/王如玄,295
南投縣,南投市,三興里,247,2,蔡英文/陳建仁,323
南投縣,南投市,三興里,247,3,宋楚瑜/徐欣瑩,129
南投縣,南投市,三興里,248,1,朱立倫/王如玄,359
南投縣,南投市,三興里,248,2,蔡英文/陳建仁,420
南投縣,南投市,三興里,248,3,宋楚瑜/徐欣瑩,135
南投縣,南投市,仁和里,241,1,朱立倫/王如玄,113
南投縣,南投市,仁和里,241,2,蔡英文/陳建仁,221
南投縣,南投市,仁和里,241,3,宋楚瑜/徐欣瑩,44
南投縣,南投市,光明里,291,1,朱立倫/王如玄,477
南投縣,南投市,光明里,291,2,蔡英文/陳建仁,124
南投縣,南投市,光明里,291,3,宋楚瑜/徐欣瑩,201
南投縣,南投市,光榮里,289,1,朱立倫/王如玄,206
南投縣,南投市,光榮里,289,2,蔡英文/陳建仁,66
南投縣,南投市,光榮里,289,3,宋楚瑜/徐欣瑩,74
南投縣,南投市,光榮里,290,1,朱立倫/王如玄,274
南投縣,南投市,光榮里,290,2,蔡英文/陳建仁,87
南投縣,南投市,光榮里,290,3,宋楚瑜/徐欣瑩,92
南投縣,南投市,光華里,292,1,朱立倫/王如玄,379
南投縣,南投市,光華里,292,2,蔡英文/陳建仁,116
南投縣,南投市,光華里,292,3,宋楚瑜/徐欣瑩,147
南投縣,南投市,光輝里,288,1,朱立倫/王如玄,148
南投縣,南投市,光輝里,288,2,蔡英文/陳建仁,123
南投縣,南投市,光輝里,288,3,宋楚瑜/徐欣瑩,81
南投縣,南投市,內新里,286,1,朱立倫/王如玄,131
南投縣,南投市,內新里,286,2,蔡英文/陳建仁,279
南投縣,南投市,內新里,286,3,宋楚瑜/徐欣瑩,90
南投縣,南投市,內新里,287,1,朱立倫/王如玄,119
南投縣,南投市,內新里,287,2,蔡英文/陳建仁,245
南投縣,南投市,內新里,287,3,宋楚瑜/徐欣瑩,101
南投縣,南投市,內興里,281,1,朱立倫/王如玄,281
南投縣,南投市,內興里,281,2,蔡英文/陳建仁,488
南投縣,南投市,內興里,281,3,宋楚瑜/徐欣瑩,211
南投縣,南投市,內興里,282,1,朱立倫/王如玄,258
南投縣,南投市,內興里,282,2,蔡英文/陳建仁,328
南投縣,南投市,內興里,282,3,宋楚瑜/徐欣瑩,160
南投縣,南投市,內興里,283,1,朱立倫/王如玄,362
南投縣,南投市,內興里,283,2,蔡英文/陳建仁,370
南投縣,南投市,內興里,283,3,宋楚瑜/徐欣瑩,188
南投縣,南投市,內興里,284,1,朱立倫/王如玄,443
南投縣,南投市,內興里,284,2,蔡英文/陳建仁,348
南投縣,南投市,內興里,284,3,宋楚瑜/徐欣瑩,219
南投縣,南投市,內興里,285,1,朱立倫/王如玄,133
南投縣,南投市,內興里,285,2,蔡英文/陳建仁,193
南投縣,南投市,內興里,285,3,宋楚瑜/徐欣瑩,77
南投縣,南投市,千秋里,267,1,朱立倫/王如玄,210
南投縣,南投市,千秋里,267,2,蔡英文/陳建仁,379
南投縣,南投市,千秋里,267,3,宋楚瑜/徐欣瑩,106
南投縣,南投市,南投里,242,1,朱立倫/王如玄,128
南投縣,南投市,南投里,242,2,蔡英文/陳建仁,233
南投縣,南投市,南投里,242,3,宋楚瑜/徐欣瑩,57
南投縣,南投市,嘉和里,254,1,朱立倫/王如玄,246
南投縣,南投市,嘉和里,254,2,蔡英文/陳建仁,343
南投縣,南投市,嘉和里,254,3,宋楚瑜/徐欣瑩,110
南投縣,南投市,嘉和里,255,1,朱立倫/王如玄,190
南投縣,南投市,嘉和里,255,2,蔡英文/陳建仁,352
南投縣,南投市,嘉和里,255,3,宋楚瑜/徐欣瑩,95
南投縣,南投市,嘉和里,256,1,朱立倫/王如玄,171
南投縣,南投市,嘉和里,256,2,蔡英文/陳建仁,415
南投縣,南投市,嘉和里,256,3,宋楚瑜/徐欣瑩,85
南投縣,南投市,嘉和里,257,1,朱立倫/王如玄,209
南投縣,南投市,嘉和里,257,2,蔡英文/陳建仁,348
南投縣,南投市,嘉和里,257,3,宋楚瑜/徐欣瑩,122
南投縣,南投市,嘉興里,252,1,朱立倫/王如玄,177
南投縣,南投市,嘉興里,252,2,蔡英文/陳建仁,448
南投縣,南投市,嘉興里,252,3,宋楚瑜/徐欣瑩,82
南投縣,南投市,嘉興里,253,1,朱立倫/王如玄,125
南投縣,南投市,嘉興里,253,2,蔡英文/陳建仁,381
南投縣,南投市,嘉興里,253,3,宋楚瑜/徐欣瑩,88
南投縣,南投市,崇文里,244,1,朱立倫/王如玄,242
南投縣,南投市,崇文里,244,2,蔡英文/陳建仁,311
南投縣,南投市,崇文里,244,3,宋楚瑜/徐欣瑩,87
南投縣,南投市,平和里,258,1,朱立倫/王如玄,166
南投縣,南投市,平和里,258,2,蔡英文/陳建仁,294
南投縣,南投市,平和里,258,3,宋楚瑜/徐欣瑩,91
南投縣,南投市,平和里,259,1,朱立倫/王如玄,217
南投縣,南投市,平和里,259,2,蔡英文/陳建仁,272
南投縣,南投市,平和里,259,3,宋楚瑜/徐欣瑩,90
南投縣,南投市,平和里,260,1,朱立倫/王如玄,217
南投縣,南投市,平和里,260,2,蔡英文/陳建仁,346
南投縣,南投市,平和里,260,3,宋楚瑜/徐欣瑩,97
南投縣,南投市,平和里,261,1,朱立倫/王如玄,177
南投縣,南投市,平和里,261,2,蔡英文/陳建仁,379
南投縣,南投市,平和里,261,3,宋楚瑜/徐欣瑩,80
南投縣,南投市,平和里,262,1,朱立倫/王如玄,248
南投縣,南投市,平和里,262,2,蔡英文/陳建仁,314
南投縣,南投市,平和里,262,3,宋楚瑜/徐欣瑩,89
南投縣,南投市,平和里,263,1,朱立倫/王如玄,211
南投縣,南投市,平和里,263,2,蔡英文/陳建仁,347
南投縣,南投市,平和里,263,3,宋楚瑜/徐欣瑩,152
南投縣,南投市,平山里,301,1,朱立倫/王如玄,254
南投縣,南投市,平山里,301,2,蔡英文/陳建仁,508
南投縣,南投市,平山里,301,3,宋楚瑜/徐欣瑩,155
南投縣,南投市,平山里,302,1,朱立倫/王如玄,198
南投縣,南投市,平山里,302,2,蔡英文/陳建仁,367
南投縣,南投市,平山里,302,3,宋楚瑜/徐欣瑩,107
南投縣,南投市,平山里,303,1,朱立倫/王如玄,239
南投縣,南投市,平山里,303,2,蔡英文/陳建仁,438
南投縣,南投市,平山里,303,3,宋楚瑜/徐欣瑩,156
南投縣,南投市,平山里,304,1,朱立倫/王如玄,253
南投縣,南投市,平山里,304,2,蔡英文/陳建仁,364
南投縣,南投市,平山里,304,3,宋楚瑜/徐欣瑩,112
南投縣,南投市,康壽里,238,1,朱立倫/王如玄,165
南投縣,南投市,康壽里,238,2,蔡英文/陳建仁,236
南投縣,南投市,康壽里,238,3,宋楚瑜/徐欣瑩,78
南投縣,南投市,康壽里,239,1,朱立倫/王如玄,161
南投縣,南投市,康壽里,239,2,蔡英文/陳建仁,260
南投縣,南投市,康壽里,239,3,宋楚瑜/徐欣瑩,72
南投縣,南投市,彰仁里,243,1,朱立倫/王如玄,73
南投縣,南投市,彰仁里,243,2,蔡英文/陳建仁,172
南投縣,南投市,彰仁里,243,3,宋楚瑜/徐欣瑩,28
南投縣,南投市,振興里,264,1,朱立倫/王如玄,114
南投縣,南投市,振興里,264,2,蔡英文/陳建仁,237
南投縣,南投市,振興里,264,3,宋楚瑜/徐欣瑩,56
南投縣,南投市,振興里,265,1,朱立倫/王如玄,123
南投縣,南投市,振興里,265,2,蔡英文/陳建仁,314
南投縣,南投市,振興里,265,3,宋楚瑜/徐欣瑩,45
南投縣,南投市,振興里,266,1,朱立倫/王如玄,107
南投縣,南投市,振興里,266,2,蔡英文/陳建仁,296
南投縣,南投市,振興里,266,3,宋楚瑜/徐欣瑩,60
南投縣,南投市,新興里,305,1,朱立倫/王如玄,177
南投縣,南投市,新興里,305,2,蔡英文/陳建仁,420
南投縣,南投市,新興里,305,3,宋楚瑜/徐欣瑩,101
南投縣,南投市,新興里,306,1,朱立倫/王如玄,186
南投縣,南投市,新興里,306,2,蔡英文/陳建仁,399
南投縣,南投市,新興里,306,3,宋楚瑜/徐欣瑩,142
南投縣,南投市,新興里,307,1,朱立倫/王如玄,178
南投縣,南投市,新興里,307,2,蔡英文/陳建仁,386
南投縣,南投市,新興里,307,3,宋楚瑜/徐欣瑩,104
南投縣,南投市,新興里,308,1,朱立倫/王如玄,216
南投縣,南投市,新興里,308,2,蔡英文/陳建仁,421
南投縣,南投市,新興里,308,3,宋楚瑜/徐欣瑩,141
南投縣,南投市,東山里,272,1,朱立倫/王如玄,68
南投縣,南投市,東山里,272,2,蔡英文/陳建仁,160
南投縣,南投市,東山里,272,3,宋楚瑜/徐欣瑩,46
南投縣,南投市,永興里,314,1,朱立倫/王如玄,108
南投縣,南投市,永興里,314,2,蔡英文/陳建仁,286
南投縣,南投市,永興里,314,3,宋楚瑜/徐欣瑩,78
南投縣,南投市,永豐里,309,1,朱立倫/王如玄,259
南投縣,南投市,永豐里,309,2,蔡英文/陳建仁,541
南投縣,南投市,永豐里,309,3,宋楚瑜/徐欣瑩,135
南投縣,南投市,永豐里,310,1,朱立倫/王如玄,244
南投縣,南投市,永豐里,310,2,蔡英文/陳建仁,449
南投縣,南投市,永豐里,310,3,宋楚瑜/徐欣瑩,136
南投縣,南投市,漳和里,295,1,朱立倫/王如玄,279
南投縣,南投市,漳和里,295,2,蔡英文/陳建仁,356
南投縣,南投市,漳和里,295,3,宋楚瑜/徐欣瑩,137
南投縣,南投市,漳和里,296,1,朱立倫/王如玄,249
南投縣,南投市,漳和里,296,2,蔡英文/陳建仁,396
南投縣,南投市,漳和里,296,3,宋楚瑜/徐欣瑩,123
南投縣,南投市,漳和里,297,1,朱立倫/王如玄,196
南投縣,南投市,漳和里,297,2,蔡英文/陳建仁,343
南投縣,南投市,漳和里,297,3,宋楚瑜/徐欣瑩,90
南投縣,南投市,漳和里,298,1,朱立倫/王如玄,236
南投縣,南投市,漳和里,298,2,蔡英文/陳建仁,355
南投縣,南投市,漳和里,298,3,宋楚瑜/徐欣瑩,88
南投縣,南投市,漳和里,299,1,朱立倫/王如玄,253
南投縣,南投市,漳和里,299,2,蔡英文/陳建仁,412
南投縣,南投市,漳和里,299,3,宋楚瑜/徐欣瑩,123
南投縣,南投市,漳和里,300,1,朱立倫/王如玄,241
南投縣,南投市,漳和里,300,2,蔡英文/陳建仁,386
南投縣,南投市,漳和里,300,3,宋楚瑜/徐欣瑩,124
南投縣,南投市,漳興里,293,1,朱立倫/王如玄,226
南投縣,南投市,漳興里,293,2,蔡英文/陳建仁,507
南投縣,南投市,漳興里,293,3,宋楚瑜/徐欣瑩,131
南投縣,南投市,漳興里,294,1,朱立倫/王如玄,263
南投縣,南投市,漳興里,294,2,蔡英文/陳建仁,446
南投縣,南投市,漳興里,294,3,宋楚瑜/徐欣瑩,113
南投縣,南投市,營北里,275,1,朱立倫/王如玄,228
南投縣,南投市,營北里,275,2,蔡英文/陳建仁,326
南投縣,南投市,營北里,275,3,宋楚瑜/徐欣瑩,110
南投縣,南投市,營北里,276,1,朱立倫/王如玄,257
南投縣,南投市,營北里,276,2,蔡英文/陳建仁,209
南投縣,南投市,營北里,276,3,宋楚瑜/徐欣瑩,123
南投縣,南投市,營北里,277,1,朱立倫/王如玄,323
南投縣,南投市,營北里,277,2,蔡英文/陳建仁,241
南投縣,南投市,營北里,277,3,宋楚瑜/徐欣瑩,149
南投縣,南投市,營北里,278,1,朱立倫/王如玄,355
南投縣,南投市,營北里,278,2,蔡英文/陳建仁,214
南投縣,南投市,營北里,278,3,宋楚瑜/徐欣瑩,130
南投縣,南投市,營北里,279,1,朱立倫/王如玄,350
南投縣,南投市,營北里,279,2,蔡英文/陳建仁,228
南投縣,南投市,營北里,279,3,宋楚瑜/徐欣瑩,154
南投縣,南投市,營北里,280,1,朱立倫/王如玄,277
